"K","r_e","rho_true","p_lava_1","p_direct_1","p_lava_2","p_direct_2","rho_lava","rho_direct","estimable","bivar_aborted","rel_p","rel_rho","gated"
39,0.1,0.45,0.954425,0.954425,0.903557,0.903557,0.0930692,NA,FALSE,FALSE,0,NA,FALSE
39,0.1,0.45,0.13479,0.13479,0.729163,0.729163,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.45,0.354994,0.354994,0.535936,0.535936,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.45,0.182634,0.182634,0.738287,0.738287,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.45,0.910553,0.910553,0.480852,0.480852,1,NA,FALSE,FALSE,0,NA,FALSE
39,0.1,0.45,0.110273,0.110273,0.646439,0.646439,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.45,0.36903,0.36903,0.163532,0.163532,1,1,TRUE,FALSE,0,0,FALSE
39,0.1,0.45,0.529803,0.529803,0.507711,0.507711,NA,NA,FALSE,FALSE,0,NA,FALSE
39,0.1,0.45,0.34494,0.34494,0.426592,0.426592,NA,NA,TRUE,FALSE,0,NA,FALSE
39,0.1,0.9,0.0351301,0.0351301,0.317071,0.317071,0.586194,0.586194,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.102219,0.102219,0.882815,0.882815,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.0307108,0.0307108,0.568257,0.568257,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.117788,0.117788,0.755802,0.755802,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.416214,0.416214,0.683436,0.683436,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.205826,0.205826,0.698681,0.698681,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.00288852,0.00288852,0.87278,0.87278,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.918985,0.918985,0.949658,0.949658,-0.087708,NA,FALSE,FALSE,0,NA,FALSE
39,0.1,0.9,0.0645618,0.0645618,0.724347,0.724347,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.0469079,0.0469079,0.108781,0.108781,-0.200637,-0.200637,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.0263684,0.0263684,0.185595,0.185595,0.688243,0.688243,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.095333,0.095333,0.981496,0.981496,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.421467,0.421467,0.838989,0.838989,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.812855,0.812855,0.665465,0.665465,1,NA,FALSE,FALSE,0,NA,FALSE
39,0.1,0.9,0.822773,0.822773,0.492287,0.492287,-1,NA,FALSE,FALSE,0,NA,FALSE
39,0.1,0.9,0.268497,0.268497,0.780238,0.780238,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.00996095,0.00996095,0.772389,0.772389,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.105381,0.105381,0.412168,0.412168,NA,NA,TRUE,FALSE,0,NA,FALSE
39,0.1,0.9,0.00115403,0.00115403,0.249544,0.249544,0.229007,0.229007,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.00747524,0.00747524,0.417668,0.417668,NA,NA,TRUE,FALSE,0,NA,FALSE
39,0.1,0.9,0.210452,0.210452,0.363661,0.363661,NA,NA,TRUE,FALSE,0,NA,FALSE
39,0.1,0.9,0.0431911,0.0431911,0.411174,0.411174,-0.0886318,-0.0886318,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.182512,0.182512,0.32329,0.32329,-0.898246,-0.898246,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.314003,0.314003,0.156183,0.156183,NA,NA,TRUE,FALSE,0,NA,FALSE
39,0.1,0.9,0.147712,0.147712,0.146641,0.146641,NA,NA,TRUE,FALSE,0,NA,FALSE
39,0.1,0.9,0.00342298,0.00342298,0.273129,0.273129,NA,NA,TRUE,FALSE,0,NA,FALSE
39,0.1,0.9,0.369356,0.369356,0.68763,0.68763,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.0403394,0.0403394,0.0773241,0.0773241,-0.331467,-0.331467,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.079102,0.079102,0.0900582,0.0900582,0.544739,0.544739,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.00258964,0.00258964,0.480628,0.480628,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.0189283,0.0189283,0.408482,0.408482,0.479779,0.479779,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.087784,0.087784,0.303333,0.303333,0.387758,0.387758,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.0888492,0.0888492,0.483334,0.483334,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.0639878,0.0639878,0.348966,0.348966,-0.639846,-0.639846,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.550962,0.550962,0.401597,0.401597,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.0109635,0.0109635,0.231951,0.231951,0.724204,0.724204,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.590937,0.590937,0.306827,0.306827,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.0538895,0.0538895,0.0405658,0.0405658,0.246074,0.246074,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.0154425,0.0154425,0.753949,0.753949,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.0642353,0.0642353,0.444629,0.444629,NA,NA,TRUE,FALSE,0,NA,FALSE
39,0.1,0.9,0.159074,0.159074,0.00407125,0.00407125,0.265215,0.265215,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.0874879,0.0874879,0.506852,0.506852,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.748669,0.748669,0.783097,0.783097,0.715706,NA,FALSE,FALSE,0,NA,FALSE
39,0.1,0.9,0.01525,0.01525,0.249528,0.249528,0.395275,0.395275,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.359897,0.359897,0.369441,0.369441,NA,NA,TRUE,FALSE,0,NA,FALSE
39,0.1,0.9,0.0661002,0.0661002,0.804361,0.804361,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.0423343,0.0423343,0.333717,0.333717,0.593151,0.593151,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.0440529,0.0440529,0.585988,0.585988,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.000698786,0.000698786,0.429763,0.429763,0.100412,0.100412,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.0104246,0.0104246,0.604118,0.604118,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.780513,0.780513,0.235382,0.235382,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.521316,0.521316,0.750337,0.750337,NA,NA,FALSE,FALSE,0,NA,FALSE
39,0.1,0.9,0.00337061,0.00337061,0.762123,0.762123,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.051518,0.051518,0.191186,0.191186,0.161803,0.161803,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.0472021,0.0472021,0.998942,0.998942,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.378025,0.378025,0.744227,0.744227,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.00140499,0.00140499,0.255079,0.255079,NA,NA,TRUE,FALSE,0,NA,FALSE
39,0.1,0.9,0.0485159,0.0485159,0.069886,0.069886,0.703595,0.703595,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,4.82771e-05,4.82771e-05,0.432406,0.432406,NA,NA,TRUE,FALSE,0,NA,FALSE
39,0.1,0.9,0.0828475,0.0828475,0.585014,0.585014,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.234018,0.234018,0.97132,0.97132,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.0135305,0.0135305,0.0978679,0.0978679,0.482736,0.482736,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.0881885,0.0881885,0.160463,0.160463,0.838779,0.838779,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.646864,0.646864,0.266229,0.266229,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.0645826,0.0645826,0.608865,0.608865,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,9.83429e-05,9.83429e-05,0.555505,0.555505,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.0305278,0.0305278,0.993682,0.993682,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.000972653,0.000972653,0.547034,0.547034,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.392489,0.392489,0.911688,0.911688,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.0505031,0.0505031,0.136708,0.136708,0.491677,0.491677,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.666053,0.666053,0.836907,0.836907,0.163928,NA,FALSE,FALSE,0,NA,FALSE
39,0.1,0.9,0.0366561,0.0366561,0.819154,0.819154,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.537832,0.537832,0.0784749,0.0784749,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.217918,0.217918,0.580601,0.580601,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,9.80335e-06,9.80335e-06,0.159846,0.159846,0.612865,0.612865,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.0565176,0.0565176,0.0107753,0.0107753,NA,NA,TRUE,FALSE,0,NA,FALSE
39,0.1,0.9,0.118031,0.118031,0.00416855,0.00416855,0.144989,0.144989,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.0258257,0.0258257,0.922775,0.922775,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.75348,0.75348,0.852146,0.852146,-0.313171,NA,FALSE,FALSE,0,NA,FALSE
39,0.1,0.9,0.0655812,0.0655812,0.065324,0.065324,-0.384037,-0.384037,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.000799698,0.000799698,0.26344,0.26344,NA,NA,TRUE,FALSE,0,NA,FALSE
39,0.1,0.9,0.274214,0.274214,0.0993874,0.0993874,NA,NA,TRUE,FALSE,0,NA,FALSE
39,0.1,0.9,0.254423,0.254423,0.254336,0.254336,0.176723,0.176723,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.000950799,0.000950799,0.927284,0.927284,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.0246275,0.0246275,0.57034,0.57034,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.0372942,0.0372942,0.104978,0.104978,-0.346894,-0.346894,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.261304,0.261304,0.662135,0.662135,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.302261,0.302261,0.980809,0.980809,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.602173,0.602173,0.712293,0.712293,-1,NA,FALSE,FALSE,0,NA,FALSE
39,0.1,0.9,0.00177664,0.00177664,0.696002,0.696002,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.325482,0.325482,0.192366,0.192366,-1,-1,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.682946,0.682946,0.570658,0.570658,0.912197,NA,FALSE,FALSE,0,NA,FALSE
39,0.1,0.9,0.00404654,0.00404654,0.0749188,0.0749188,-0.512096,-0.512096,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.11149,0.11149,0.431582,0.431582,NA,NA,TRUE,FALSE,0,NA,FALSE
39,0.1,0.9,0.699448,0.699448,0.0307144,0.0307144,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.036431,0.036431,0.309484,0.309484,0.291516,0.291516,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.025288,0.025288,0.296676,0.296676,-0.281684,-0.281684,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.0344686,0.0344686,0.00272534,0.00272534,-0.00522913,-0.00522913,TRUE,FALSE,0,0,TRUE
39,0.1,0.9,0.218202,0.218202,0.707385,0.707385,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.00382159,0.00382159,0.100027,0.100027,-0.10237,-0.10237,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.113356,0.113356,0.995434,0.995434,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.0693666,0.0693666,0.516808,0.516808,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.395744,0.395744,0.8635,0.8635,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.103876,0.103876,0.903746,0.903746,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.0441469,0.0441469,0.31012,0.31012,-0.51543,-0.51543,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.591808,0.591808,0.820474,0.820474,0.172751,NA,FALSE,FALSE,0,NA,FALSE
39,0.1,0.9,0.010542,0.010542,0.326873,0.326873,NA,NA,TRUE,FALSE,0,NA,FALSE
39,0.1,0.9,0.151695,0.151695,0.757907,0.757907,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.217643,0.217643,0.575255,0.575255,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.0079313,0.0079313,0.511992,0.511992,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.238741,0.238741,0.634122,0.634122,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.26816,0.26816,0.846889,0.846889,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.166161,0.166161,0.145675,0.145675,0.0938563,0.0938563,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.700915,0.700915,0.162718,0.162718,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.0854389,0.0854389,0.0368711,0.0368711,-0.42742,-0.42742,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.306997,0.306997,0.846633,0.846633,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.00624064,0.00624064,0.223615,0.223615,0.230702,0.230702,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.0842044,0.0842044,0.836039,0.836039,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.000390398,0.000390398,0.227748,0.227748,-0.015944,-0.015944,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.124508,0.124508,0.415388,0.415388,NA,NA,TRUE,FALSE,0,NA,FALSE
39,0.1,0.9,0.109493,0.109493,0.107476,0.107476,-0.0710544,-0.0710544,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.00972331,0.00972331,0.358729,0.358729,NA,NA,TRUE,FALSE,0,NA,FALSE
39,0.1,0.9,0.19864,0.19864,0.568847,0.568847,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.061748,0.061748,0.400508,0.400508,NA,NA,TRUE,FALSE,0,NA,FALSE
39,0.1,0.9,0.0381867,0.0381867,0.686152,0.686152,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.155632,0.155632,0.940658,0.940658,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.00399546,0.00399546,0.349306,0.349306,0.811981,0.811981,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.226122,0.226122,0.203666,0.203666,-0.211773,-0.211773,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.175076,0.175076,0.485379,0.485379,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.244765,0.244765,0.267659,0.267659,NA,NA,TRUE,FALSE,0,NA,FALSE
39,0.1,0.9,0.188504,0.188504,0.168554,0.168554,0.107576,0.107576,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.0238709,0.0238709,0.323318,0.323318,NA,NA,TRUE,FALSE,0,NA,FALSE
39,0.1,0.9,0.0203129,0.0203129,0.478165,0.478165,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.0206508,0.0206508,0.691873,0.691873,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.00119632,0.00119632,0.615179,0.615179,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.229363,0.229363,0.745355,0.745355,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.0133424,0.0133424,0.0819292,0.0819292,0.748766,0.748766,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.121927,0.121927,0.653759,0.653759,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.142101,0.142101,0.898863,0.898863,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.478012,0.478012,0.244046,0.244046,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.00367044,0.00367044,0.539575,0.539575,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.000957733,0.000957733,0.972494,0.972494,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.000896152,0.000896152,0.303851,0.303851,0.853512,0.853512,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.0129245,0.0129245,0.936393,0.936393,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.00373192,0.00373192,0.528752,0.528752,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.00706717,0.00706717,0.257263,0.257263,0.140551,0.140551,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.24904,0.24904,0.52778,0.52778,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.191522,0.191522,0.410883,0.410883,NA,NA,TRUE,FALSE,0,NA,FALSE
39,0.1,0.9,0.114982,0.114982,0.247568,0.247568,0.272672,0.272672,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.851358,0.851358,0.459829,0.459829,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.00835092,0.00835092,0.495633,0.495633,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.883423,0.883423,0.116371,0.116371,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.272477,0.272477,0.442283,0.442283,NA,NA,TRUE,FALSE,0,NA,FALSE
39,0.1,0.9,0.149502,0.149502,0.246862,0.246862,1,1,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.0119621,0.0119621,0.500314,0.500314,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.621122,0.621122,0.232391,0.232391,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.275626,0.275626,0.40114,0.40114,NA,NA,TRUE,FALSE,0,NA,FALSE
39,0.1,0.9,3.74825e-06,3.74825e-06,0.62284,0.62284,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.0472467,0.0472467,0.402857,0.402857,NA,NA,TRUE,FALSE,0,NA,FALSE
39,0.1,0.9,0.0781309,0.0781309,0.866037,0.866037,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.000858814,0.000858814,0.915336,0.915336,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.321479,0.321479,0.522913,0.522913,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,7.9471e-05,7.9471e-05,0.172127,0.172127,0.859823,0.859823,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.175876,0.175876,0.0902434,0.0902434,NA,NA,TRUE,FALSE,0,NA,FALSE
39,0.1,0.9,0.0946156,0.0946156,0.118617,0.118617,-0.750704,-0.750704,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.0123805,0.0123805,0.445859,0.445859,NA,NA,TRUE,FALSE,0,NA,FALSE
39,0.1,0.9,0.441292,0.441292,0.0730082,0.0730082,-0.240581,-0.240581,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.0165161,0.0165161,0.745188,0.745188,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.00317531,0.00317531,0.400645,0.400645,NA,NA,TRUE,FALSE,0,NA,FALSE
39,0.1,0.9,0.17123,0.17123,0.291396,0.291396,NA,NA,TRUE,FALSE,0,NA,FALSE
39,0.1,0.9,0.0299694,0.0299694,0.88253,0.88253,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.035624,0.035624,0.369204,0.369204,-0.658635,-0.658635,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.612447,0.612447,0.0635166,0.0635166,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.098758,0.098758,0.117151,0.117151,0.57421,0.57421,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.0961011,0.0961011,0.611508,0.611508,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.055156,0.055156,0.472751,0.472751,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.839327,0.839327,0.822181,0.822181,0.478197,NA,FALSE,FALSE,0,NA,FALSE
39,0.1,0.9,0.00508014,0.00508014,0.927961,0.927961,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.940847,0.940847,0.205707,0.205707,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.150961,0.150961,0.342883,0.342883,1,1,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.0812047,0.0812047,0.652261,0.652261,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.0431172,0.0431172,0.484325,0.484325,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.116401,0.116401,0.00279227,0.00279227,0.185017,0.185017,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.0696203,0.0696203,0.50596,0.50596,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.00680579,0.00680579,0.175823,0.175823,0.505095,0.505095,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.165875,0.165875,0.865427,0.865427,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,7.04857e-05,7.04857e-05,0.19724,0.19724,-0.784251,-0.784251,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.00898503,0.00898503,0.129764,0.129764,0.0411434,0.0411434,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.0242119,0.0242119,0.493224,0.493224,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.661644,0.661644,0.366217,0.366217,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.00505901,0.00505901,0.058998,0.058998,0.785339,0.785339,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.218459,0.218459,0.855484,0.855484,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.690134,0.690134,0.0289477,0.0289477,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.422968,0.422968,0.452471,0.452471,-0.482826,-0.482826,TRUE,FALSE,0,0,FALSE
39,0.1,0.9,0.225033,0.225033,0.556869,0.556869,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.666134,0.666134,0.555208,0.555208,-0.0907331,NA,FALSE,FALSE,0,NA,FALSE
39,0.1,0.9,0.307614,0.307614,0.465153,0.465153,NA,NA,TRUE,FALSE,0,NA,FALSE
39,0.1,0.9,0.172684,0.172684,0.913424,0.913424,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.324042,0.324042,0.479783,0.479783,NA,NA,FALSE,TRUE,0,NA,FALSE
39,0.1,0.9,0.0136158,0.0136158,0.655881,0.655881,NA,NA,FALSE,TRUE,0,NA,FALSE
584,0.2372,-0.8,0.728028,0.728028,2.2378e-12,2.2378e-12,NA,NA,FALSE,TRUE,0,NA,FALSE
584,0.2372,-0.8,0.0247927,0.0247927,5.22143e-07,5.22143e-07,0.116866,0.116866,TRUE,FALSE,0,0,TRUE
584,0.2372,-0.8,0.817402,0.817402,4.20322e-14,4.20322e-14,NA,NA,FALSE,TRUE,0,NA,FALSE
584,0.2372,-0.8,0.978559,0.978559,3.75823e-09,3.75823e-09,NA,NA,FALSE,TRUE,0,NA,FALSE
584,0.2372,-0.8,0.0731601,0.0731601,3.89936e-10,3.89936e-10,0.0027865,0.0027865,TRUE,FALSE,0,0,FALSE
584,0.2372,-0.8,0.940948,0.940948,3.00684e-08,3.00684e-08,NA,NA,FALSE,TRUE,0,NA,FALSE
584,0.2372,-0.8,0.767712,0.767712,9.44731e-10,9.44731e-10,NA,NA,FALSE,TRUE,0,NA,FALSE
584,0.2372,-0.8,0.838948,0.838948,1.13016e-10,1.13016e-10,NA,NA,FALSE,TRUE,0,NA,FALSE
584,0.2372,-0.8,0.99679,0.99679,1.39113e-12,1.39113e-12,NA,NA,FALSE,TRUE,0,NA,FALSE
584,0.2372,-0.8,0.693151,0.693151,6.46004e-09,6.46004e-09,NA,NA,FALSE,TRUE,0,NA,FALSE
584,0.2372,-0.8,0.37282,0.37282,2.11344e-12,2.11344e-12,-0.823674,-0.823674,TRUE,FALSE,0,0,FALSE
584,0.2372,-0.8,0.778057,0.778057,2.51267e-11,2.51267e-11,NA,NA,FALSE,TRUE,0,NA,FALSE
584,0.2372,-0.8,0.213398,0.213398,7.87678e-11,7.87678e-11,-0.0395582,-0.0395582,TRUE,FALSE,0,0,FALSE
584,0.2372,-0.8,0.267871,0.267871,1.96677e-14,1.96677e-14,-0.28194,-0.28194,TRUE,FALSE,0,0,FALSE
584,0.2372,-0.8,0.563744,0.563744,1.60976e-08,1.60976e-08,NA,NA,FALSE,TRUE,0,NA,FALSE
584,0.2372,-0.8,0.318046,0.318046,5.84346e-10,5.84346e-10,-0.0167898,-0.0167898,TRUE,FALSE,0,0,FALSE
584,0.2372,-0.8,0.340596,0.340596,5.12248e-20,5.12248e-20,-0.246036,-0.246036,TRUE,FALSE,0,0,FALSE
584,0.2372,-0.8,0.352067,0.352067,8.10147e-11,8.10147e-11,-0.654617,-0.654617,TRUE,FALSE,0,0,FALSE
584,0.2372,-0.8,0.880552,0.880552,9.33309e-08,9.33309e-08,NA,NA,FALSE,TRUE,0,NA,FALSE
584,0.2372,-0.8,0.899362,0.899362,2.08159e-08,2.08159e-08,NA,NA,FALSE,TRUE,0,NA,FALSE
584,0.2372,-0.8,0.422546,0.422546,5.87227e-09,5.87227e-09,0.671788,0.671788,TRUE,FALSE,0,0,FALSE
584,0.2372,-0.8,0.948977,0.948977,1.07012e-11,1.07012e-11,NA,NA,FALSE,TRUE,0,NA,FALSE
584,0.2372,-0.8,0.613392,0.613392,1.46635e-10,1.46635e-10,NA,NA,FALSE,TRUE,0,NA,FALSE
584,0.2372,-0.8,0.925896,0.925896,2.64615e-12,2.64615e-12,NA,NA,FALSE,TRUE,0,NA,FALSE
584,0.2372,-0.8,0.947124,0.947124,1.7207e-05,1.7207e-05,NA,NA,FALSE,TRUE,0,NA,FALSE
584,0.2372,-0.8,0.0325263,0.0325263,8.10198e-11,8.10198e-11,0.0962117,0.0962117,TRUE,FALSE,0,0,TRUE
